id	created_at	text	retweet_count	favorite_count			
8.03E+17	11/27/2016 3:51	RT @marceelias: I just published “Listening and Responding To Calls for an Audit and Recount” https://t.co/rHqtUEioso	2367	0			
8.02E+17	11/24/2016 20:40	I was greeted by this heartwarming display on the corner of my street today. Thank you to all of you who did this.… https://t.co/fWPOa4Bgzc	49583	275610			
8.02E+17	11/24/2016 20:37	"Hoping everyone has a safe &amp; Happy Thanksgiving today, &amp; quality time with family &amp; friends. -H"	13818	104107			
7.99E+17	11/17/2016 0:15	Looking forward to honoring some brave young people tonight at @ChildDefender where I started my career. Tune in: https://t.co/4gmaM2A9Dx -H	7890	55746			
7.96E+17	11/9/2016 18:55	"Scripture tells us: Let us not grow weary in doing good, for in due season, we shall reap, if we do not lose heart. https://t.co/snXfdLgZq8"	67739	204789			
7.96E+17	11/9/2016 16:53	“Let us have faith in each other. Let us not grow weary. Let us not lose heart. For there are more seasons to come and...more work to do.”	79475	206181			
7.96E+17	11/9/2016 16:53	"“We are stronger together and will go forward together. And you should never, ever regret fighting for that.” —Hillary"	71756	176183			
7.96E+17	11/9/2016 16:52	“I am grateful to our country for all it has given me. I count my blessings every day that I am an American.” —Hillary	19904	88037			
7.96E+17	11/9/2016 16:51	"""To all the little girls watching...never doubt that you are valuable and powerful &amp; deserving of every chance &amp; opportunity in the world."""	634401	1071124			
7.96E+17	11/9/2016 16:51	"""We have still have not shattered that highest and hardest glass ceiling. But some day, someone will."" —Hillary"	57118	137366			
7.96E+17	11/9/2016 16:50	"""To all the women...who put their faith in this campaign and in me...nothing has made me prouder than to be your champion."" —Hillary"	91755	256775			
7.96E+17	11/9/2016 16:50	"""This loss hurts. But please never stop believing that fighting for what’s right is worth it."" —Hillary"	147621	295412			
7.96E+17	11/9/2016 16:47	"""To Bill, Chelsea, Marc, Charlotte, Aidan, our brothers, and our entire family—my love for you means more than I can ever express."" —Hillary"	9108	56965			
7.96E+17	11/9/2016 16:47	"""To Barack and Michelle Obama, our country owes you an enormous debt of gratitude. We thank you for your graceful, determined leadership.”"	135747	289109			
7.96E+17	11/9/2016 16:45	"""I want to thank Tim Kaine and Anne Holton for being our partners on this journey."" —Hillary"	6845	39747			
7.96E+17	11/9/2016 16:45	"""Our responsibility as citizens is to keep doing our part to build that better, stronger, fairer America we seek. And I know you will.”"	21504	69770			
7.96E+17	11/9/2016 16:44	"""Our constitutional democracy demands our participation, not just every four years, but all the time."" —Hillary"	14812	49161			
7.96E+17	11/9/2016 16:43	“Donald Trump is going to be our president. We owe him an open mind and the chance to lead.” —Hillary	55439	125367			
7.96E+17	11/9/2016 16:43	"""We have seen that our nation is more deeply divided than we thought. But I still believe in America—and I always will."" —Hillary"	22859	69916			
7.96E+17	11/9/2016 16:43	"""I want you to remember this: Our campaign was never about one person or even one election. It was about the country we love.” —Hillary"	17829	62285			
7.96E+17	11/9/2016 16:42	"“You represent the best of America, and being your candidate has been one of the greatest honors of my life.” —Hillary to @HFA"	9381	39289			
7.96E+17	11/9/2016 16:42	"""This is not the outcome we wanted. I’m sorry we did not win this election for the values we share and the vision we hold for our country."""	27411	78537			
7.96E+17	11/9/2016 16:42	“I hope that he will be a successful president for all Americans.” —Hillary on Donald Trump	9136	30036			
7.96E+17	11/9/2016 16:41	“Last night I congratulated Donald Trump and offered to work with him on behalf of our country.” —Hillary	10554	37548			
7.96E+17	11/9/2016 16:34	Watch Hillary deliver remarks on the election from New York City: https://t.co/MTRLzjN42x	3151	12495			
7.96E+17	11/9/2016 1:55	"This team has so much to be proud of. Whatever happens tonight, thank you for everything. https://t.co/x13iWOzILL"	143652	368799			
7.96E+17	11/9/2016 1:42	"RT @timkaine: Thinking about my daughter right now. No little girl will ever again have to wonder whether she, too, can be president. https…"	16497	0			
7.96E+17	11/9/2016 0:45	"RT @HillaryforNC: If you haven't voted, NC, @POTUS needs you to get in line. As long as you're in line when polls close, you can vote. http…"	6264	0			
7.96E+17	11/9/2016 0:12	"Remember, if you are in line before polls close, you can vote! Have a question? Call 1-917-444-5915. https://t.co/2MVKOatmvy"	12654	20916			
7.96E+17	11/8/2016 22:54	Election Day is almost over. Don’t wait—go vote now! 					
"Confirm where you vote at https://t.co/jfd3CXLD1s https://t.co/IvyE2hJFEU"""	4360	11905					
7.96E+17	11/8/2016 22:02	"RT @RobbyMook: Strong Dem Broward + Orange Counties, FL surpassed total 2012 turnout as of 4pm. Amazing work, @HillaryforFL volunteers! #GO…"	1794	0			
7.96E+17	11/8/2016 21:02	Our neighbors in battleground states need your help. Make calls to remind Hillary supporters to go vote: https://t.co/Iyboc4TNeA	1801	5891			
7.96E+17	11/8/2016 20:01	"Today's the day when we show how much stronger we are together. Once you’ve voted, sign up for a volunteer shift: https://t.co/KUIKH9W2ct"	2971	9706			
7.96E+17	11/8/2016 18:59	"It's going to be close, and we need you on this team. Confirm where to vote today: https://t.co/jfd3CXLD1s"	2435	7441			
7.96E+17	11/8/2016 18:25	"If you’ve already voted, jump on the phone and remind voters in key battleground states to go vote:… https://t.co/KZhrr7FCuD"	2471	6392			
7.96E+17	11/8/2016 17:23	RT @VP: Today is Election Day in America. It’s time to get out and vote. https://t.co/a0MJUF4QIy	3812	0			
7.96E+17	11/8/2016 17:09	"Today, let's show the world that love will always trump hate. https://t.co/jfd3CXu1CS https://t.co/a7FXGtAfiG"	15665	31400			
7.96E+17	11/8/2016 16:59	"RT @aliciakeys: This morning, I woke up feeling hopeful for the power of our voice, for unity, for our continued progress. #VoteLove #ImWit…"	10964	0			
7.96E+17	11/8/2016 16:39	How do we go high? 					
							
"We vote: https://t.co/jfd3CXu1CS https://t.co/rx5OWheuBd"""	4620	12199					
7.96E+17	11/8/2016 16:18	Already voted? That's great! Now help Hillary win by signing up to make calls now: https://t.co/2yc00omuvC	1499	4198			
7.96E+17	11/8/2016 16:15	"RT @JeanneShaheen: We just voted to elect the 1st woman to be our President. Let me tell you, it feels amazing! #nhpolitics https://t.co/iK…"	1787	0			
7.96E+17	11/8/2016 16:10	RT @elizabethforma: This morning I proudly cast my vote for @HillaryClinton to be the next President of the United States. #ImWithHer https…	5201	0			
7.96E+17	11/8/2016 16:03	"RT @POTUS: Today, progress is on the ballot. Go vote - then make sure your friends, your family, and everyone you know votes too."	59604	0			
7.96E+17	11/8/2016 15:19	"RT @EricaSmegs: Don't worry, Mom, I'll remember to vote today even though ur not here to remind me. Love you. This one is for you. https://…"	2964	0			
7.96E+17	11/8/2016 15:09	Happy Election Day! https://t.co/jfd3CXLD1s https://t.co/IfOBRuvQzJ	7362	26067			
7.96E+17	11/8/2016 15:03	"Today's the day when we show how much stronger we are together. Once you’ve voted, sign up for a volunteer shift:… https://t.co/khCcNeoYal"	1747	5139			
7.96E+17	11/8/2016 14:52	RT @ChelseaClinton: Couldn’t be more proud of my mom &amp; the campaign she's run. Let’s bring it home for her today. https://t.co/Mw1JC5L9rj	3081	0			
7.96E+17	11/8/2016 14:26	"RT @repjohnlewis: The right to vote is precious, almost sacred. It is the most powerful nonviolent tool or instrument we have in a democrat…"	16905	0			
7.96E+17	11/8/2016 14:22	RT @JeremyShorr: She once told me girls couldn't be #astronauts or #presidents. Showed her #SallyRide. Hope to show her @HillaryClinton tom…	3000	0			
7.96E+17	11/8/2016 13:59	Everything we’ve worked toward comes down to today. RT this if you're voting for Hillary: https://t.co/jfd3CXLD1s https://t.co/AhvOOB6L6C	64885	86097			
7.96E+17	11/8/2016 13:23	"RT @timkaine: I wanted to be first at my polling place, but 99-year-old Minerva Turpin beat me to it. Looks like I need to get used to bein…"	26744	0			
7.96E+17	11/8/2016 13:00	Let’s go make some history today. https://t.co/jfd3CXLD1s https://t.co/IbRcWWun7J	13972	28510			
7.96E+17	11/8/2016 12:47	RT @TheDemocrats: Let us bend the arc of history toward justice once more. https://t.co/JjkvA5ZKTj	3102	0			
7.96E+17	11/8/2016 12:35	"RT @johnlegend: Donald Trump is unfit for the office of president. Fortunately, there's an exceptionally qualified candidate @HillaryClinto…"	10412	0			
7.96E+17	11/8/2016 12:01	It's Election Day! Millions of Americans have cast their votes for Hillary—join them and confirm where you vote: https://t.co/jfd3CXLD1s	2735	7439			
7.96E+17	11/8/2016 11:47	Don't stand still. Vote today: https://t.co/jfd3CXLD1s #ElectionDay #MannequinChallenge https://t.co/4KAv2zu0rd	55783	96036			
7.96E+17	11/8/2016 11:01	It’s Election Day and polls are officially open. When will you vote today? Confirm where to go here:… https://t.co/msNrG1MBGB	3207	6942			
